Programa,Numero_consecutivo,Numero_de_Ident_de_pieza,Date,Time,Recorrido_fusion_mm,Corriente_maxima_kA,Area_de_corriente_AS,Energia_acumulada_kJ,Fuerza_soldadura_kN,Corriente_max_1_kA,Area_de_Corriente_max_1_As,Corriente_max_2_kA,Area_de_Corriente_max_2_As,Corriente_max_3_kA,Area_de_Corriente_max_3_As,Corriente_max_4_kA,Area_de_Corriente_max_4_As,Evaluacion
30DS29,55171,221003T145139  55171,2022-10-03,14:51:39,"0,41","164,3","1357,09","21,7205","31,4471","41,0911","331,707","40,8524","330,462","40,4524","361,922","41,904","332,996",OK
30DS29,55172,221003T145144  55172,2022-10-03,14:51:44,"0,418","163,855","1351,88","21,6104","31,4222","40,9685","330,459","40,7491","329,317","40,3491","359,815","41,7879","332,285",OK
30DS29,55173,221003T145149  55173,2022-10-03,14:51:49,"0,41","164,616","1357,34","21,7471","31,3025","41,2201","331,657","40,8782","330,322","40,5427","360,479","41,975","334,88",OK
30DS29,55174,221003T145154  55174,2022-10-03,14:51:54,"0,404","164,287","1356,1","21,7738","31,2551","41,0653","331,132","40,8782","330,913","40,5233","362,087","41,8201","331,97",OK
30DS29,55175,221003T145159  55175,2022-10-03,14:51:59,"0,41","163,59","1345,56","21,6863","31,6142","40,904","328,464","40,7943","329,154","40,1943","356,322","41,6975","331,622",OK
30DS29,55176,221003T145205  55176,2022-10-03,14:52:05,"0,414","163,597","1342,89","21,7395","31,3929","40,8588","327,168","40,8201","328,395","40,2782","358,085","41,6395","329,242",OK
30DS29,55177,221003T145211  55177,2022-10-03,14:52:11,"0,404","164,138","1352,05","21,7643","31,298","41,1233","331,899","40,7362","328,54","40,4782","360,006","41,8008","331,608",OK
30DS29,55178,221003T145216  55178,2022-10-03,14:52:16,"0,404","164,119","1353,16","21,6996","31,2935","40,9878","329,939","40,7943","330,848","40,362","358,328","41,975","334,046",OK
30DS29,55179,221003T145221  55179,2022-10-03,14:52:21,"0,398","163,79","1346,64","21,73","31,1851","40,8846","329,134","40,6911","327,064","40,2911","358,476","41,9233","331,968",OK
30DS29,55180,221003T145226  55180,2022-10-03,14:52:26,"0,404","164,377","1355,11","21,7548","31,3771","40,962","329,634","40,8588","330,719","40,5491","361,996","42,0072","332,758",OK
30DS29,55181,221003T145237  55181,2022-10-03,14:52:36,"0,422","163,377","1339,82","21,7452","31,4764","40,9233","328,391","40,633","326,324","40,1427","355,409","41,6782","329,697",OK
30DS29,55182,221003T145242  55182,2022-10-03,14:52:42,"0,412","163,003","1336,2","21,5857","31,5803","40,8653","328,911","40,5362","327,96","40,0911","352,253","41,5104","327,08",OK
30DS29,55183,221003T145247  55183,2022-10-03,14:52:47,"0,418","163,48","1345,87","21,6635","31,4719","40,9104","328,861","40,6072","328,351","40,3298","358,88","41,633","329,775",OK
30DS29,55184,221003T145252  55184,2022-10-03,14:52:52,"0,402","164,377","1355,54","21,6331","31,3974","41,033","330,669","41,0008","330,766","40,5104","361,834","41,833","332,272",OK
30DS29,55185,221003T145257  55185,2022-10-03,14:52:57,"0,406","164,577","1355,01","21,6996","31,2912","41,0395","332,468","41,0137","328,896","40,5362","361,006","41,9879","332,642",OK
30DS29,55186,221003T145303  55186,2022-10-03,14:53:03,"0,406","164,203","1352,12","21,6464","31,3093","41,0201","330,152","40,7685","330,898","40,3943","358,046","42,0201","333,02",OK
30DS29,55187,221003T145308  55187,2022-10-03,14:53:08,"0,402","163,984","1347,78","21,6863","31,3071","41,0653","331,363","40,704","327,168","40,3233","356,457","41,8911","332,796",OK
30DS29,55188,221003T145313  55188,2022-10-03,14:53:13,"0,416","164,042","1353,18","21,6597","31,4945","40,9878","330,623","40,7298","327,91","40,4846","363,101","41,8395","331,55",OK
30DS29,55189,221003T145319  55189,2022-10-03,14:53:19,"0,402","164,177","1351,29","21,6939","31,2709","41,0588","330,836","40,7556","329,504","40,5685","359,767","41,7943","331,182",OK
30DS29,55190,221003T145324  55190,2022-10-03,14:53:24,"0,414","164,377","1354,71","21,6673","31,639","41,0395","330,422","40,9169","329,083","40,4846","361,967","41,9362","333,239",OK
30DS29,55191,221003T145346  55191,2022-10-03,14:53:46,"0,406","164,068","1353,11","21,7091","31,4719","40,9943","332,411","40,7878","330,196","40,4072","359,66","41,8782","330,845",OK
30DS29,55192,221003T145352  55192,2022-10-03,14:53:52,"0,41","164,248","1354,35","21,7414","31,4177","41,1685","331,645","40,8782","329,757","40,2588","359,26","41,9427","333,692",OK
30DS29,55193,221003T145405  55193,2022-10-03,14:54:05,"0,408","163,771",1346,"21,6863","31,4764","40,9104","329,875","40,7491","329,084","40,2975","356,822","41,8137","330,218",OK
30DS29,55194,221003T145411  55194,2022-10-03,14:54:11,"0,398","164,442","1354,93","21,7148","31,1896","41,0588","330,391","40,8588","330,348","40,6072","361,884","41,9169","332,31",OK
30DS29,55195,221003T145416  55195,2022-10-03,14:54:16,"0,402","164,629","1355,58","21,7167","31,4358","41,1749","332,861","40,9362","330,033","40,4588","359,913","42,0588","332,777",OK
30DS29,55196,221003T145421  55196,2022-10-03,14:54:21,"0,41","163,319","1345,88","21,6388","31,2438","40,7749","328,523","40,7685","331,004","40,1814","357,471","41,5943","328,878",OK
30DS29,55197,221003T145426  55197,2022-10-03,14:54:26,"0,4","163,906","1349,71","21,6749","31,2732","41,033","330,831","40,8588","328,886","40,3298","359,562","41,6846","330,426",OK
30DS29,55198,221003T145432  55198,2022-10-03,14:54:31,"0,402","164,364","1353,24","21,6692","31,3364","40,9104","327,258","40,8782","329,892","40,4911","361,416","42,0846","334,673",OK
30DS29,55199,221003T145501  55199,2022-10-03,14:55:01,"0,402","165,416","1369,93","21,5686","31,2461","41,4137","336,312","41,2653","334,884","40,6782","363,91","42,0588","334,829",OK
30DS29,55200,221003T145506  55200,2022-10-03,14:55:06,"0,402","164,758","1358,92","21,7186","31,4177","41,1362","331,028","41,0201","331,911","40,4782","360,273","42,1234","335,709",OK
30DS29,55201,221003T145511  55201,2022-10-03,14:55:11,"0,408","164,261","1352,17","21,6806","31,2393","41,0911","332,103","40,9233","329,598","40,4782","358,801","41,7685","331,671",OK
30DS29,55202,221003T145516  55202,2022-10-03,14:55:16,"0,394","164,616","1355,78","21,6806","31,6367","41,1556","332,373","40,8459","328,268","40,5427","360,524","42,0717","334,612",OK
30DS29,55203,221003T145528  55203,2022-10-03,14:55:28,"0,396","164,538","1359,93","21,6673","31,4674","41,1104","332,067","40,9104","329,624","40,5233","362,49","41,9943","335,752",OK
30DS29,55204,221003T145533  55204,2022-10-03,14:55:33,"0,418","163,971","1348,27","21,7338","31,4787","41,1878","331,905","40,7169","329,523","40,3298","357,1","41,7362","329,739",OK
30DS29,55205,221003T145538  55205,2022-10-03,14:55:38,"0,416","164,364","1357,76","21,6274","31,5216","40,9943","330,556","40,8975","331,492","40,4911","361,509","41,9814","334,208",OK
30DS29,55206,221003T145544  55206,2022-10-03,14:55:44,"0,402","164,526","1359,72","21,7129","31,3274","41,1749","334,487","40,9556","332,963","40,4653","360,414","41,9298","331,857",OK
30DS29,55207,221003T145549  55207,2022-10-03,14:55:49,"0,406","163,468","1343,23","21,7738","31,3432","40,8524","326,92","40,7298","327,4","40,2201","358,465","41,6653","330,443",OK
30DS29,55208,221003T145554  55208,2022-10-03,14:55:54,"0,412","163,997","1348,88","21,6407","31,3838","40,8524","326,963","40,8201","329,089","40,4394","360,136","41,8846","332,692",OK
30DS29,55209,221003T145600  55209,2022-10-03,14:56:00,"0,398","164,255","1355,15","21,692","31,5442","40,9685","329,963","40,7943","328,272","40,5814","363,013","41,9104","333,898",OK
30DS29,55210,221003T145606  55210,2022-10-03,14:56:06,"0,424","163,855","1349,41","21,711","31,4967","40,8266","326,86","40,6072","325,839","40,5427","362,552","41,8782","334,163",OK
30DS29,55211,221003T145611  55211,2022-10-03,14:56:11,"0,41","163,971","1350,46","21,6104","31,6074","41,162","331,816","40,7362","329,28","40,233","356,609","41,8395","332,754",OK
30DS29,55212,221003T145616  55212,2022-10-03,14:56:16,"0,412","164,255","1351,46","21,6654","31,5532","41,0072","329,667","40,8072","328,645","40,5169","360,555","41,9233","332,593",OK
30DS29,55213,221003T145623  55213,2022-10-03,14:56:22,"0,406","164,571","1358,3","21,7034","31,5238","41,0975","332,123","40,8782","332,97","40,4717","359,671","42,1234","333,54",OK
30DS29,55214,221003T145628  55214,2022-10-03,14:56:28,"0,422","164,584","1355,18","21,6654","31,4132","41,0653","330,719","40,8717","329,306","40,633","362,065","42,0137","333,088",OK
30DS29,55215,221003T145644  55215,2022-10-03,14:56:44,"0,418","163,997","1353,91","21,6711","31,3093","41,0459","331,774","40,8975","332,22","40,2523","359,205","41,8008","330,707",OK
30DS29,55216,221003T145649  55216,2022-10-03,14:56:49,"0,41","164,313","1356,55","21,6863","31,569","40,8717","329,049","40,7491","327,776","40,5491","364,076","42,1427","335,644",OK
30DS29,55217,221003T145654  55217,2022-10-03,14:56:54,"0,4","163,732","1347,38","21,599","31,5351","41,0072","331,447","40,6975","327,973","40,3298","357,84","41,6975","330,121",OK
30DS29,55218,221003T145659  55218,2022-10-03,14:56:59,"0,4","164,164","1352,49","21,7186","31,5125","41,0911","331,615","40,9556","331,51","40,4007","358,52","41,7169","330,841",OK
30DS29,55219,221003T145705  55219,2022-10-03,14:57:05,"0,428","163,816","1347,92","21,7015","31,4538","40,9298","328,574","40,8201","328,708","40,3814","359,447","41,6846","331,194",OK
30DS29,55220,221003T145710  55220,2022-10-03,14:57:10,"0,396","163,984","1349,33","21,6749","31,5058","40,8911","328,733","40,8653","330,057","40,4072","359,91","41,8201","330,634",OK
30DS29,55221,221003T145716  55221,2022-10-03,14:57:16,"0,41","164,842","1361,57","21,7338","31,4087","41,2395","332,348","40,7943","329,266","40,7491","363,908","42,0588","336,049",OK
30DS29,55222,221003T145721  55222,2022-10-03,14:57:21,"0,408","165,313","1364,61","21,6768","31,3296","41,3685","333,907","41,0072","332,486","40,7169","363,008","42,2201","335,215",OK
30DS29,55223,221003T145726  55223,2022-10-03,14:57:26,"0,418","164,351","1351,46","21,7491","31,3929","41,0911","330,879","40,8524","327,824","40,504","359,454","41,904","333,308",OK
30DS29,55224,221003T145731  55224,2022-10-03,14:57:31,"0,414","164,403","1356,05","21,6047","31,4109","40,9556","330,036","40,8524","328,631","40,5878","362,684","42,0072","334,699",OK
30DS29,55225,221003T145737  55225,2022-10-03,14:57:37,"0,418","164,177","1353,56","21,6673","31,2009","40,9749","330,457","40,9104","331,498","40,4459","359,642","41,8459","331,963",OK
30DS29,55226,221003T145743  55226,2022-10-03,14:57:43,"0,402","164,422","1351,96","21,635","31,3703","41,104","333,736","41,0653","333,327","40,3169","354,709","41,9362","330,187",OK
30DS29,55227,221003T145820  55227,2022-10-03,14:58:20,"0,414","164,048","1350,07","21,6996","31,3658","40,8717","328,435","40,8653","330,665","40,4524","358,434","41,8588","332,538",OK
30DS29,55228,221003T145825  55228,2022-10-03,14:58:25,"0,416","164,59","1358,06","21,7072","31,3974","41,1685","332,252","40,8846","329,739","40,4459","360,912","42,0911","335,155",OK
30DS29,55229,221003T145830  55229,2022-10-03,14:58:30,"0,406","164,313","1357,5","21,7053","31,5893","41,0782","331,007","41,0266","331,297","40,433","362,722","41,775","332,47",OK
30DS29,55230,221003T145836  55230,2022-10-03,14:58:36,"0,412","164,88","1362,03","21,6806","31,6255","41,2137","333,526","41,1169","335,457","40,6072","361,311","41,9427","331,736",OK
30DS29,55231,221003T145841  55231,2022-10-03,14:58:41,"0,406","164,609","1359,02","21,7053","31,5419","41,0459","330,584","40,9169","332,038","40,6524","362,905","41,9943","333,496",OK
30DS29,55232,221003T145846  55232,2022-10-03,14:58:46,"0,41","164,964","1362,34","21,6825","31,3048","41,2072","331,303","40,8524","330,021","40,7104","364,077","42,1943","336,936",OK
30DS29,55233,221003T145852  55233,2022-10-03,14:58:52,"0,398","164,429","1358,98","21,5686","31,2077","41,1878","334,333","41,0007","333,943","40,3491","358,91","41,8911","331,793",OK
30DS29,55234,221003T145858  55234,2022-10-03,14:58:58,"0,398","164,635","1359,95","21,6901","31,5261","41,1298","331,218","41,0653","331,598","40,4782","362,587","41,9621","334,546",OK
30DS29,55235,221003T145903  55235,2022-10-03,14:59:03,"0,404","163,835","1348,9","21,5876","31,4967","41,0201","329,591","40,6975","327,349","40,3943","360,345","41,7233","331,612",OK
30DS29,55236,221003T145909  55236,2022-10-03,14:59:08,"0,4","164,958","1360,3","21,6825","31,3816","41,0459","330,212","41,0395","331,431","40,7749","363,964","42,0975","334,693",OK
30DS29,55237,221003T145919  55237,2022-10-03,14:59:19,"0,408","164,584","1358,76","21,6654","31,3567","41,1427","333,44","40,9749","332,549","40,5491","360,16","41,9169","332,614",OK
30DS29,55238,221003T145924  55238,2022-10-03,14:59:24,"0,42","163,893","1345,53","21,6673","31,4561","40,9298","327,654","40,7491","327,317","40,4072","359,161","41,8072","331,398",OK
30DS29,55239,221003T145929  55239,2022-10-03,14:59:29,"0,408","164,487","1353,85","21,6939","31,3929","41,104","331,246","40,9749","328,495","40,3749","358,482","42,033","335,622",OK
30DS29,55240,221003T145935  55240,2022-10-03,14:59:35,"0,406","164,564","1358,07","21,6066","31,5532","41,2459","333,37","40,9298","329,781","40,4911","360,022","41,8975","334,895",OK
30DS29,55241,221003T145940  55241,2022-10-03,14:59:40,"0,396","164,106","1349,37","21,6255","31,5351","41,0201","329,548","40,904","330,439","40,3685","359,326","41,8137","330,055",OK
30DS29,55242,221003T145945  55242,2022-10-03,14:59:45,"0,42","164,164","1351,74","21,7491","31,3296","41,1169","330,315","40,8846","330,921","40,3685","358,981","41,7943","331,527",OK
30DS29,55243,221003T145951  55243,2022-10-03,14:59:51,"0,408","164,39","1355,23","21,751","31,2664","40,9491","328,923","40,7427","328,03","40,6265","362,466","42,0717","335,809",OK
30DS29,55244,221003T145956  55244,2022-10-03,14:59:56,"0,398","164,138","1353,49","21,6179","31,5509","40,9685","330,764","40,8588","331,696","40,4072","358,751","41,904","332,282",OK
30DS29,55245,221003T150001  55245,2022-10-03,15:00:01,"0,4","164,564","1357,19","21,6958","31,6593","41,3362","333,047","40,9427","330,722","40,4524","362,067","41,833","331,351",OK
30DS29,55246,221003T150006  55246,2022-10-03,15:00:06,"0,412","164,313","1352,69","21,6825","31,3319","41,1104","331,96","40,8782","329,508","40,5427","360,461","41,7814","330,761",OK
30DS29,55247,221003T150012  55247,2022-10-03,15:00:12,"0,406","164,835","1358,75","21,7015","31,639","41,1556","332,057","41,0266","331,149","40,6265","362,312","42,0266","333,235",OK
30DS29,55248,221003T150017  55248,2022-10-03,15:00:17,"0,402","164,661","1360,81","21,6806","31,4787","41,0266","330,306","40,9104","330,528","40,6459","363,522","42,0782","336,451",OK
30DS29,55249,221003T150022  55249,2022-10-03,15:00:22,"0,41","163,764","1344,55","21,7471","31,3793","41,0911","329,532","40,704","327,785","40,2975","357,2","41,6717","330,031",OK
30DS29,55250,221003T150028  55250,2022-10-03,15:00:28,"0,406","164,99","1363,01","21,6996","31,5125","41,0975","332,768","40,9298","329,346","40,7427","365,433","42,2201","335,467",OK
30DS29,55251,221003T150033  55251,2022-10-03,15:00:33,"0,408","164,558","1355,05","21,6977","31,3974","41,1814","333,059","41,0201","332,566","40,4653","358,427","41,8911","330,995",OK
30DS29,55252,221003T150038  55252,2022-10-03,15:00:38,"0,402","164,926","1359,87","21,5743","31,5848","41,1878","332,421","40,9685","329,563","40,6394","362,551","42,1298","335,33",OK
30DS29,55253,221003T150043  55253,2022-10-03,15:00:43,"0,404","164,958","1359,4","21,7091","31,3251","41,3556","334,157","40,9878","331,059","40,6653","361,793","41,9492","332,391",OK
30DS29,55254,221003T150049  55254,2022-10-03,15:00:49,"0,41","164,803","1361,12","21,7243","31,3929","41,104","332,705","40,9556","331,036","40,6265","362,232","42,1169","335,142",OK
30DS29,55255,221003T150054  55255,2022-10-03,15:00:54,"0,408","164,016","1352,57","21,6882","31,3974","40,9685","330,011","40,8395","330,212","40,3749","359,798","41,833","332,552",OK
30DS29,55256,221003T150059  55256,2022-10-03,15:00:59,"0,418","164,487","1353,71","21,5857","31,5148","41,0007","328,92","40,8975","329,164","40,504","360,734","42,0846","334,896",OK
30DS29,55257,221003T150105  55257,2022-10-03,15:01:05,"0,404","163,874","1351,49","21,6806","31,5058","40,9749","330,76","40,8072","330,198","40,4136","359,802","41,6782","330,728",OK
30DS29,55258,221003T150110  55258,2022-10-03,15:01:10,"0,418","164,474","1352,24","21,7053","31,3929","41,162","332,425","40,8846","330,128","40,4846","358,487","41,9427","331,203",OK
30DS29,55259,221003T150115  55259,2022-10-03,15:01:15,"0,416","164,306","1350,18","21,6654","31,4651","41,1943","331,83","40,8072","330,108","40,4136","356,826","41,8911","331,421",OK
30DS29,55260,221003T150121  55260,2022-10-03,15:01:20,"0,412","164,119","1351,62","21,6426","31,5396","41,1491","332,156","40,8201","330,928","40,3491","357,57","41,8008","330,964",OK
30DS29,55261,221003T150126  55261,2022-10-03,15:01:26,"0,424","164,338","1352,05","21,6502","31,429","41,0459","328,877","40,7685","328,17","40,5685","360,946","41,9556","334,059",OK
30DS29,55262,221003T150131  55262,2022-10-03,15:01:31,"0,41","163,409","1340,43","21,6369","31,5577","40,833","327,869","40,5878","325,948","40,3556","357,5","41,633","329,115",OK
30DS29,55263,221003T150136  55263,2022-10-03,15:01:36,"0,402","164,468","1356,91","21,7529","31,5396","41,1749","333,764","41,0072","332,391","40,4717","358,965","41,8137","331,792",OK
30DS29,55264,221003T150141  55264,2022-10-03,15:01:41,"0,406","164,545","1362,41","21,7186","31,2958","41,1878","333,479","40,9556","332,303","40,4459","362,316","41,9556","334,315",OK
30DS29,55265,221003T150147  55265,2022-10-03,15:01:47,"0,41","163,822","1348,64","21,7243","31,4042","40,9814","330,784","40,6911","328,681","40,3104","357,953","41,8395","331,219",OK
30DS29,55266,221003T150152  55266,2022-10-03,15:01:52,"0,396","164,203","1352,43","21,6521","31,3703","40,9749","329,64","40,8072","328,517","40,4975","361,204","41,9233","333,073",OK
30DS29,55267,221003T150200  55267,2022-10-03,15:02:00,"0,406","164,177","1352,39","21,7338","31,2416","41,0782","331,648","41,0201","332,989","40,2394","356,837","41,8395","330,914",OK
30DS29,55268,221003T150205  55268,2022-10-03,15:02:05,"0,408","164,351","1355,88","21,6825","31,5329","41,0717","330,707","40,7362","328,438","40,5943","362,544","41,9492","334,194",OK
30DS29,55269,221003T150301  55269,2022-10-03,15:03:00,"0,394","164,506","1358,78","21,6749","31,4425","41,1491","334,031","40,962","333,436","40,4717","360,218","41,9233","331,098",OK
30DS29,55270,221003T150306  55270,2022-10-03,15:03:06,"0,416","163,68","1347,01","21,6066","31,4945","40,8588","329,575","40,7943","329,504","40,2459","357,57","41,7814","330,361",OK
30DS29,55271,221003T150312  55271,2022-10-03,15:03:12,"0,398","164,409","1363,52","21,6825","31,3319","41,1814","334,818","41,0072","334,126","40,4846","361,298","41,7362","333,28",OK
30DS29,55272,221003T150318  55272,2022-10-03,15:03:18,"0,408","163,984","1349,33","21,6236","31,4967","40,8846","328,989","40,7427","326,794","40,4911","359,96","41,8653","333,583",OK
30DS29,55273,221003T150323  55273,2022-10-03,15:03:23,"0,414","163,906","1346,62","21,6996","31,5442","41,0007","329,559","40,6459","327,478","40,4523","358,628","41,8072","330,957",OK
30DS29,55274,221003T150328  55274,2022-10-03,15:03:28,"0,398","163,945","1347,7","21,7224","31,2845","41,0459","328,131","40,7233","328,963","40,3362","358,622","41,8395","331,986",OK
30DS29,55275,221003T150336  55275,2022-10-03,15:03:35,"0,418","163,197","1342,53","21,7281","31,2303","40,8459","328,514","40,5233","326,832","40,2459","357,286","41,5814","329,903",OK
30DS29,55276,221003T150341  55276,2022-10-03,15:03:41,"0,406","163,422","1343,59","21,5781","31,2867","40,8717","327,326","40,7491","329,655","40,3491","358,599","41,4524","328,01",OK
30DS29,55277,221003T150347  55277,2022-10-03,15:03:47,"0,394","163,551","1342,27","21,7034","31,2754","40,9491","329,432","40,8588","329,317","40,1556","355,499","41,5879","328,02",OK
30DS29,55278,221003T150353  55278,2022-10-03,15:03:53,"0,41","164,526","1354,4","21,7338","31,5171","41,2072","333,077","40,9169","331,615","40,504","358,444","41,8975","331,264",OK
30DS29,55279,221003T150403  55279,2022-10-03,15:04:03,"0,408","164,242","1354,23","21,7205","31,289","41,1491","332,769","40,9556","330,758","40,362","359,158","41,775","331,548",OK
30DS29,55280,221003T150408  55280,2022-10-03,15:04:08,"0,42","163,926","1348,93","21,5952","31,5374","40,8782","329,062","40,762","327,184","40,3427","359,48","41,9427","333,2",OK
30DS29,55281,221003T150413  55281,2022-10-03,15:04:13,"0,418","162,945","1336,84","21,6369","31,2687","40,9685","331,062","40,8136","329,925","39,8781","351,499","41,2846","324,353",OK
30DS29,55282,221003T150419  55282,2022-10-03,15:04:19,"0,414","164,164","1349,34","21,7224","31,4335","40,9943","327,988","40,8072","329,472","40,5556","359,48","41,8072","332,397",OK
30DS29,55283,221003T150425  55283,2022-10-03,15:04:25,"0,416","164,048","1349,66","21,7072","31,3816","40,9749",331,"40,7749","328,258","40,3169","357,639","41,9814","332,761",OK
30DS29,55284,221003T150431  55284,2022-10-03,15:04:31,"0,41","164,564","1360,43","21,7357","31,5125","40,9427","331,288","40,9362","331,911","40,6266","362,52","42,0588","334,711",OK
30DS29,55285,221003T150436  55285,2022-10-03,15:04:36,"0,43","163,609","1343,27","21,6104","31,5351","41,0072","330,381","40,8266","330,985","40,1491","354,518","41,6266","327,385",OK
30DS29,55286,221003T150441  55286,2022-10-03,15:04:41,"0,406","164,558","1356,9","21,7433","31,4606","41,1685","331,185","40,8266","330,352","40,6524","362,088","41,9104","333,272",OK
30DS29,55287,221003T150448  55287,2022-10-03,15:04:48,"0,404","163,99","1350,91","21,6236","31,5374","40,9878","332,233","40,8588","330,515","40,3491","357,901","41,7943","330,266",OK
30DS29,55288,221003T150454  55288,2022-10-03,15:04:54,"0,4","164,622","1357,38","21,751","31,3071","41,1169","330,276","40,8524","329,706","40,6007","363,139","42,0524","334,261",OK
30DS29,55289,221003T150500  55289,2022-10-03,15:05:00,"0,414","164,603","1359,12","21,6369","31,49","41,0846","331,331","41,0266","331,784","40,5943","362,534","41,8975","333,472",OK
30DS29,55290,221003T150506  55290,2022-10-03,15:05:06,"0,396","164,829","1365,22","21,6502","31,508","41,1878","333,573","40,9169","331,752","40,6846","364,656","42,0395","335,242",OK
30DS29,55291,221003T150521  55291,2022-10-03,15:05:21,"0,42","164,571","1357,08","21,6901","31,6774","41,1298","331,416","41,0653","332,14","40,6007","362,182","41,775","331,338",OK
30DS29,55292,221003T150526  55292,2022-10-03,15:05:26,"0,4","165,151","1365,58","21,6483","31,5961","41,233","334,682","41,162","333,702","40,5814","362,244","42,175","334,949",OK
30DS29,55293,221003T150531  55293,2022-10-03,15:05:31,"0,416","164,048","1349,82","21,6559","31,4109","41,1491","332,307","40,7814","329,1","40,304","357,292","41,8137","331,119",OK
30DS29,55294,221003T150536  55294,2022-10-03,15:05:36,"0,41","164,738","1359,5","21,6369","31,28","40,962","329,232","40,8653","328,957","40,7362","364,308","42,175","336,998",OK
30DS29,55295,221003T150558  55295,2022-10-03,15:05:58,"0,426","163,738","1351,59","21,6977","31,5238","40,9814","330,5","40,6782","327,481","40,2007","360,434","41,8782","333,179",OK
30DS29,55296,221003T150603  55296,2022-10-03,15:06:03,"0,412","163,971","1349,48","21,7015","31,4922","41,0459","331,39","40,7491","328,032","40,3556","358,272","41,8201","331,784",OK
30DS29,55297,221003T150622  55297,2022-10-03,15:06:22,"0,404","163,706","1352,05","21,654","31,5148","41,0201","332,128","40,633","328,75","40,2717","358,847","41,7814","332,328",OK
30DS29,55298,221003T150627  55298,2022-10-03,15:06:27,"0,418","164,764","1361,21","21,6616","31,5509","41,3749","334,878","41,0201","332,536","40,4653","359,928","41,904","333,865",OK
30DS29,55299,221003T150651  55299,2022-10-03,15:06:51,"0,41","164,435","1358,75","21,6996","31,3522","41,1362","331,855","40,8846","331,369","40,4911","362,273","41,9234","333,25",OK
30DS29,55300,221003T150656  55300,2022-10-03,15:06:56,"0,406","163,958","1348,31","21,7224","31,3387","40,9685","330,981","40,8072","328,952","40,4007","358,112","41,7814","330,267",OK
30DS29,55301,221003T150706  55301,2022-10-03,15:07:06,"0,402","164,358","1355,86","21,6312","31,2574","40,9749","331,17","40,9943","331,757","40,5169","361,994","41,8717","330,937",OK
30DS29,55302,221003T150711  55302,2022-10-03,15:07:11,"0,416","165,3","1366,87","21,7319","31,5351","41,3491","335,261","41,1427","334,62","40,6653","361,42","42,1427","335,569",OK
30DS29,55303,221003T150717  55303,2022-10-03,15:07:17,"0,414","164,229","1352,44","21,6977","31,5848","41,0717","332,757","40,8524","331,083","40,4072","357,074","41,8975","331,529",OK
30DS29,55304,221003T150722  55304,2022-10-03,15:07:22,"0,412","164,655","1354,5","21,6369","31,4696","40,9943","329,118","40,6975","328,265","40,7427","361,955","42,2201","335,162",OK
30DS29,55305,221003T150732  55305,2022-10-03,15:07:32,"0,414","164,016","1350,55","21,7262","31,4854","41,1169","330,953","40,8136","329,066","40,3362","358,343","41,7492","332,188",OK
30DS29,55306,221003T150737  55306,2022-10-03,15:07:37,"0,408","164,448","1356,76","21,6312","31,3048","41,0588","330,108","40,833","330,705","40,504","362,526","42,0524","333,417",OK
30DS29,55307,221003T150745  55307,2022-10-03,15:07:45,"0,424","164,319","1354,93","21,6958","31,4087","41,3298","333,519","40,762","329,312","40,433","360,407","41,7943","331,686",OK
30DS29,55308,221003T150750  55308,2022-10-03,15:07:50,"0,406","164,751","1363,14","21,7491","31,2935","41,0911","331,65","41,0136","332,644","40,6588","364,353","41,9879","334,495",OK
30DS29,55309,221003T150808  55309,2022-10-03,15:08:08,"0,42","164,164","1355,93","21,6939","31,429","40,9878","332,129","40,8717","331,51","40,4588","360,301","41,8459","331,994",OK
30DS29,55310,221003T150813  55310,2022-10-03,15:08:13,"0,418","164,158","1350,01","21,6274","31,4177","41,1427","331,163","40,6588","327,12","40,5362","360,206","41,8201","331,52",OK
30DS29,55311,221003T150818  55311,2022-10-03,15:08:18,"0,404","165,003","1363,45","21,6483","31,4019","41,2911","334,212","41,0911","331,673","40,5749","362,745","42,0459","334,818",OK
30DS29,55312,221003T150823  55312,2022-10-03,15:08:23,"0,414","164,377","1355,33","21,6559","31,5283","41,2137","331,924","40,8266","330,471","40,504","360,569","41,833","332,364",OK
30DS29,55313,221003T150903  55313,2022-10-03,15:09:03,"0,426","165,326","1371,9","21,6085","31,4809","41,3169","335,89","41,1104","334,859","40,7878","365,193","42,1104","335,96",OK
30DS29,55314,221003T150909  55314,2022-10-03,15:09:09,"0,414","164,784","1360,37","21,8157","31,28","41,1233","331,725","41,0072","331,029","40,5362","362,397","42,1169","335,215",OK
30DS29,55315,221003T150939  55315,2022-10-03,15:09:39,"0,416","164,293","1358,34","21,7414","31,3771","40,9943","331,404","40,8782","330,769","40,5233","362,455","41,8975","333,717",OK
30DS29,55316,221003T150944  55316,2022-10-03,15:09:44,"0,418","164,7","1359,93","21,7072","31,1603","41,0201","330,2","40,962","331,306","40,5943","363,663","42,1234","334,76",OK
30DS29,55317,221003T151012  55317,2022-10-03,15:10:12,"0,416","164,771","1365,15","21,6142","31,1038","41,1104","333,191","41,0137","332,831","40,5943","364,324","42,0524","334,801",OK
30DS29,55318,221003T151017  55318,2022-10-03,15:10:17,"0,404","164,822","1361,12","21,6749","31,0587","41,0717","332,115","41,0007","331,074","40,5943","362,609","42,1556","335,327",OK
