Programa,Numero_consecutivo,Numero_de_Ident_de_pieza,Date,Time,Recorrido_fusion_mm,Corriente_maxima_kA,Area_de_corriente_AS,Energia_acumulada_kJ,Fuerza_soldadura_kN,Corriente_max_1_kA,Area_de_Corriente_max_1_As,Corriente_max_2_kA,Area_de_Corriente_max_2_As,Corriente_max_3_kA,Area_de_Corriente_max_3_As,Corriente_max_4_kA,Area_de_Corriente_max_4_As,Evaluacion
30DS29,55665,221003T155204  55665,2022-10-03,15:52:04,"0,42","164,803","1357,85","21,6673","31,3342","41,3233","333,539","40,904","329,381","40,6072","361,427","41,9685","333,506",OK
30DS29,55666,221003T155209  55666,2022-10-03,15:52:09,"0,416","164,448","1353,8","21,6787","31,3658","41,104","332,194","40,8459","329,067","40,5362","360,498","41,9621","332,045",OK
30DS29,55667,221003T155231  55667,2022-10-03,15:52:31,"0,422","164,855",1361,"21,6768","31,5013","41,2975","333,568","40,9427","331,198","40,6201","362,891","41,9943","333,342",OK
30DS29,55668,221003T155237  55668,2022-10-03,15:52:37,"0,408","164,487","1357,7","21,7129","31,3906","41,0975","333,08","40,9878","330,368","40,6265","363,109","41,775","331,145",OK
30DS29,55669,221003T155242  55669,2022-10-03,15:52:42,"0,404","165,506","1368,82","21,6749","31,3432","41,3685","333,971","41,0395","333,711","40,8588","365,118","42,2395","336,017",OK
30DS29,55670,221003T155247  55670,2022-10-03,15:52:47,"0,408","164,616","1357,48","21,6198","31,5125","41,1879","333,375","40,9104","331,008","40,562","360,332","41,9556","332,762",OK
30DS29,55671,221003T155252  55671,2022-10-03,15:52:52,"0,408","164,158","1354,41","21,6521","31,3296","40,9491","329,331","40,6782","329,281","40,504","361,101","42,0266","334,702",OK
30DS29,55672,221003T155257  55672,2022-10-03,15:52:57,"0,406","164,08","1352,9","21,7053","31,4019","41,0072","331,017","40,7427","327,87","40,3943","360,597","41,9362","333,42",OK
30DS29,55673,221003T155303  55673,2022-10-03,15:53:03,"0,41","164,629","1360,29","21,6255","31,3838","41,0846","332,629","40,9233","331,532","40,5814","362,723","42,0395","333,408",OK
30DS29,55674,221003T155308  55674,2022-10-03,15:53:08,"0,412","164,635","1357,21","21,7357","31,2438","41,2201","333,4","41,033","333,454","40,5427","358,685","41,8395","331,668",OK
30DS29,55675,221003T155313  55675,2022-10-03,15:53:13,"0,404","163,151","1334,84","21,7243","31,6187","40,6588","324,964","40,6136","326,137","40,2136","355,314","41,6653","328,425",OK
30DS29,55676,221003T155318  55676,2022-10-03,15:53:18,"0,404","165,313","1363,52","21,6331","31,3996","41,3298","333,695","41,0007","331,636","40,8007","362,757","42,1814","335,436",OK
30DS29,55677,221003T155324  55677,2022-10-03,15:53:23,"0,414","165,422","1368,04","21,7053","31,508","41,2653","333,751","40,9878","332,077","40,8072","365,152","42,3621","337,063",OK
30DS29,55678,221003T155329  55678,2022-10-03,15:53:29,"0,41","164,706","1355,75","21,7681","31,4267","40,9878","329,483","40,9685","331,103","40,6653","362,116","42,0846","333,049",OK
30DS29,55679,221003T155334  55679,2022-10-03,15:53:34,"0,392","164,771","1358,38","21,7072","31,3319","41,2588","334,439","40,9943","330,864","40,5233","360,957","41,9943","332,12",OK
30DS29,55680,221003T155339  55680,2022-10-03,15:53:39,"0,404","164,319","1353,93","21,6749","31,5171","41,033","331,79","40,8266","329,143","40,4588","360,463","42,0008","332,533",OK
30DS29,55681,221003T155345  55681,2022-10-03,15:53:45,"0,414","164,487","1357,15","21,6901","31,6548","41,2137","333,877","41,0846","335,492","40,362","357,423","41,8266","330,359",OK
30DS29,55682,221003T155351  55682,2022-10-03,15:53:51,"0,404","164,751","1358,78","21,6559","31,5464","41,1814","332,611","41,0007","332,029","40,5556","361,2","42,0137","332,939",OK
30DS29,55683,221003T155356  55683,2022-10-03,15:53:56,"0,41","164,551","1356,72","21,6104","31,429","41,0846","331,298","40,9814","331,593","40,4975","361,34","41,9879","332,486",OK
30DS29,55684,221003T155401  55684,2022-10-03,15:54:01,"0,394","163,055","1334,91","21,7129","31,5442","40,7491","326,128","40,6201","324,99","40,1556","356,326","41,5298","327,462",OK
30DS29,55685,221003T155406  55685,2022-10-03,15:54:06,"0,414","164,138","1348,45","21,6388","31,2845","41,0524","329,507","40,6717","326,724","40,4201","359,11","41,9943","333,108",OK
30DS29,55686,221003T155412  55686,2022-10-03,15:54:12,"0,406","163,803","1344,17","21,635","31,5374","41,0072","329,995","40,7104","327,488","40,2911","357,195","41,7943","329,495",OK
30DS29,55687,221003T155417  55687,2022-10-03,15:54:17,"0,422","164,222","1351,98","21,6711","31,3929","41,0524","330,157","40,6782","328,21","40,504","360,147","41,9879","333,468",OK
30DS29,55688,221003T155423  55688,2022-10-03,15:54:22,"0,408","163,68","1344,7","21,7491","31,3183","40,8975","329,534","40,633","327,499","40,3556","357,734","41,7943","329,932",OK
30DS29,55689,221003T155428  55689,2022-10-03,15:54:28,"0,412","164,171","1347,86","21,58","31,4967","41,104","330,16","40,8911","328,993","40,362","356,84","41,8137","331,867",OK
30DS29,55690,221003T155433  55690,2022-10-03,15:54:33,"0,4","164,113","1351,15","21,6673","31,3071","41,1169","330,792","40,9298","330,195","40,3878","359,62","41,6782","330,545",OK
30DS29,55691,221003T155438  55691,2022-10-03,15:54:38,"0,414","164,416","1353,09","21,7433","31,5329","40,9814","328,998","40,8782","329,317","40,5169","361,312","42,0395","333,464",OK
30DS29,55692,221003T155444  55692,2022-10-03,15:54:44,"0,418","164,364","1348,12","21,7243","31,14","40,8975","326,363","40,8911","330,833","40,504","359,005","42,0717","331,915",OK
30DS29,55693,221003T155450  55693,2022-10-03,15:54:49,"0,406","164,784","1355,95","21,6749","31,1648","41,1169","331,682","40,8395","328,124","40,6395","362,727","42,1879","333,414",OK
30DS29,55694,221003T155455  55694,2022-10-03,15:54:55,"0,416","164,287","1350,41","21,6521","31,5238","41,0653","330,953","40,833","329,005","40,5298","358,168","41,8588","332,279",OK
30DS29,55695,221003T155501  55695,2022-10-03,15:55:01,"0,424","163,138","1336,76","21,6996","31,3319","40,9491","327,517","40,4846","325,483","40,2007","355,962","41,504","327,799",OK
30DS29,55696,221003T155506  55696,2022-10-03,15:55:06,"0,41","163,926","1347,88","21,654","31,2551","40,9104","327,941","40,8007","330,458","40,4524","358,769","41,7621","330,711",OK
30DS29,55697,221003T155512  55697,2022-10-03,15:55:12,"0,416","164,5","1355,62","21,6901","31,2235","40,9556","329,414","40,904","330,177","40,5878","361,365","42,0524","334,661",OK
30DS29,55698,221003T155517  55698,2022-10-03,15:55:17,"0,396","162,68","1329,47","21,7529","31,49","40,5943","324,447","40,4717","324,707","40,0072","351,392","41,6072","328,923",OK
30DS29,55699,221003T155522  55699,2022-10-03,15:55:22,"0,398","163,009","1331,59","21,789","31,359","40,7878","327,523","40,4911","324,379","40,1362","353,481","41,5943","326,208",OK
30DS29,55700,221003T155528  55700,2022-10-03,15:55:28,"0,404","163,571","1334,55","21,6236","31,3929","40,8201","325,807","40,6395","326,444","40,4072","355,271","41,704","327,031",OK
30DS29,55701,221003T155534  55701,2022-10-03,15:55:33,"0,404","163,977","1346,49","21,6198","31,2122","41,1298","331,665","40,8975","329,959","40,2782","356,381","41,6717","328,481",OK
30DS29,55702,221003T155539  55702,2022-10-03,15:55:39,"0,418","163,384","1338,87","21,7795","31,2461","40,7943","327,009","40,6265","328,052","40,2846","355,976","41,6782","327,834",OK
30DS29,55703,221003T155544  55703,2022-10-03,15:55:44,"0,418","164,222","1351,06","21,6331","31,4832","41,104","330,971","40,7233","328,079","40,6265","361,19","41,7685","330,818",OK
30DS29,55704,221003T155549  55704,2022-10-03,15:55:49,"0,396","162,977","1330,92","21,6901","31,5961","40,7362","326,87","40,6717","327,673","40,0394","351,671","41,5298","324,707",OK
30DS29,55705,221003T155555  55705,2022-10-03,15:55:55,"0,404","164,326","1353,44","21,6483","31,2461","41,0975","330,351","40,9491","330,372","40,4717","360,089","41,8072","332,632",OK
30DS29,55706,221003T155600  55706,2022-10-03,15:56:00,"0,396","164,532","1355,56","21,6559","31,4335","40,9556","329,035","40,9556","330,506","40,5556","361,677","42,0653","334,341",OK
30DS29,55707,221003T155606  55707,2022-10-03,15:56:05,"0,424","164,493","1353,75","21,7072","31,5577","41,0588","329,511","40,833","329,25","40,6846","361,948","41,9169","333,039",OK
30DS29,55708,221003T155611  55708,2022-10-03,15:56:11,"0,392","164,28","1348,52","21,7395","31,4335","41,0072","330,52","40,9362","329,948","40,3749","356,772","41,9621","331,286",OK
30DS29,55709,221003T155616  55709,2022-10-03,15:56:16,"0,414","163,809","1346,78","21,7186","31,4132","41,0975","331,333","40,7169","328,629","40,2975","356,525","41,6975","330,295",OK
30DS29,55710,221003T155621  55710,2022-10-03,15:56:21,"0,404","164,313","1353,84","21,6939","31,3545","41,0266","329,38","40,7362","329,483","40,633","361,703","41,9169","333,278",OK
30DS29,55711,221003T155627  55711,2022-10-03,15:56:27,"0,414","163,19","1333,91","21,5251","31,4132","40,8007","326,882","40,5427","324,016","40,1427","354,338","41,704","328,673",OK
30DS29,55712,221003T155633  55712,2022-10-03,15:56:33,"0,394","163,719","1344,74","21,6939","31,3183","40,8136","326,482","40,8459","327,898","40,3362","359,103","41,7233","331,26",OK
30DS29,55713,221003T155638  55713,2022-10-03,15:56:38,"0,408","165,106","1363,4","21,6217","31,2416","41,1362","332,34","41,104","332,229","40,7298","364,315","42,1363","334,517",OK
30DS29,55714,221003T155643  55714,2022-10-03,15:56:43,"0,388","163,655","1337,6","21,6749","31,359","40,8459","326,571","40,5878","325,277","40,3427","355,482","41,8782","330,269",OK
30DS29,55715,221003T155648  55715,2022-10-03,15:56:48,"0,406","163,79","1349,07","21,6901","31,6661","40,762","326,971","40,7233","328,211","40,4136","360,756","41,8911","333,131",OK
30DS29,55716,221003T155654  55716,2022-10-03,15:56:53,"0,406","164,39","1353,19","21,6388","31,5713","41,0201","328,465","40,8266","330,076","40,5427","360,319","42,0008","334,332",OK
30DS29,55717,221003T155659  55717,2022-10-03,15:56:59,"0,41","164,397","1348,08","21,6123","31,1941","41,033","328,221","40,8782","327,743","40,6072","360,519","41,8782","331,593",OK
30DS29,55718,221003T155705  55718,2022-10-03,15:57:05,"0,41","164,358","1355,52","21,6502","31,5035","41,033","330,624","41,0008","332,137","40,4072","358,363","41,9169","334,396",OK
30DS29,55719,221003T155710  55719,2022-10-03,15:57:10,"0,418","163,648","1344,37","21,6882","31,4335","40,8782","328,124","40,6717","327,222","40,3943","358,498","41,704","330,525",OK
30DS29,55720,221003T155715  55720,2022-10-03,15:57:15,"0,408","164,919","1358,42","21,5592","31,5396","41,1298","331,597","40,8007","329,596","40,8136","363,061","42,175","334,164",OK
30DS29,55721,221003T155721  55721,2022-10-03,15:57:20,"0,412","164,255","1352,12","21,7605","31,368","41,0846","331,45","40,9233","330,06","40,362","358,919","41,8846","331,695",OK
30DS29,55722,221003T155726  55722,2022-10-03,15:57:26,"0,408","165,009","1359,65","21,6578","31,3861","41,1169","330,457","40,8266","328,246","40,8395","364,71","42,2266","336,238",OK
30DS29,55723,221003T155731  55723,2022-10-03,15:57:31,"0,414","163,274","1335,74","21,6882","31,5938","40,7878","327,542","40,6201","326,329","40,2652","355,889","41,6008","325,975",OK
30DS29,55724,221003T155737  55724,2022-10-03,15:57:37,"0,412","165,029","1363,45","21,711","31,3454","41,0782","331,482","40,9749","331,455","40,7556","364,178","42,2201","336,33",OK
30DS29,55725,221003T155742  55725,2022-10-03,15:57:42,"0,408","164,293","1351,69","21,6711","31,289","41,1556","332,29","40,9814","331,376","40,3814","356,894","41,775","331,129",OK
30DS29,55726,221003T155748  55726,2022-10-03,15:57:48,"0,412","163,919","1348,62","21,6616","31,3093","41,0137","329,656","40,6782","327,581","40,3943","359,451","41,833","331,934",OK
30DS29,55727,221003T155754  55727,2022-10-03,15:57:54,"0,418","163,526","1340,79","21,6616","31,2325","40,9814","329,204","40,6717","327,426","40,2523","354,266","41,6201","329,892",OK
30DS29,55728,221003T155759  55728,2022-10-03,15:57:59,"0,4","165,016","1362,91","21,6597","31,6345","41,1749","333,632","40,962","331,723","40,7878","362,528","42,0911","335,022",OK
30DS29,55729,221003T155804  55729,2022-10-03,15:58:04,"0,42","164,306","1351,18","21,6483","31,4674","41,0911","331,745","40,8072","328,66","40,3685","357,729","42,0395","333,042",OK
30DS29,55730,221003T155810  55730,2022-10-03,15:58:10,"0,428","164,19","1345,39","21,7319","31,3725","40,9491","327,86","40,7362","326,983","40,5749","359,934","41,9298","330,613",OK
30DS29,55731,221003T155815  55731,2022-10-03,15:58:15,"0,406","164,822","1356,78","21,7224","31,1671","41,1491","332,095","40,8717","328,853","40,7362","361,223","42,0653","334,61",OK
30DS29,55732,221003T155821  55732,2022-10-03,15:58:21,"0,406","164,661","1357,7","21,6787","31,5148","41,1491","331,387","41,0524","332,216","40,5749","361,817","41,8846","332,284",OK
30DS29,55733,221003T155826  55733,2022-10-03,15:58:26,"0,398","164,203","1351,76","21,7643","31,2009","41,1233","331,739","40,8072","329,084","40,433","359,296","41,8395","331,643",OK
30DS29,55734,221003T155831  55734,2022-10-03,15:58:31,"0,394","164,642","1357,1","21,77","31,4696","41,0911","330,441","40,9556","332,281","40,6201","360,305","41,975","334,076",OK
30DS29,55735,221003T155837  55735,2022-10-03,15:58:37,"0,418","164,429","1354,25","21,6009","31,5396","41,1298","331,556","40,7814","329,304","40,3943","359,497","42,1233","333,891",OK
30DS29,55736,221003T155842  55736,2022-10-03,15:58:42,"0,398","164,358","1354,83","21,6388","31,4945","41,033","331,473","40,9685","331,081","40,4782","359,933","41,8782","332,347",OK
30DS29,55737,221003T155848  55737,2022-10-03,15:58:48,"0,414","164,351","1349,38","21,751","31,49","40,962","328,512","40,8201","328,543","40,6007","359,825","41,9685","332,501",OK
30DS29,55738,221003T155854  55738,2022-10-03,15:58:53,"0,408","164,39","1353,7","21,7015","31,42","41,0782","330,914","40,6395","327,91","40,6459","361,671","42,0266","333,203",OK
30DS29,55739,221003T155859  55739,2022-10-03,15:58:59,"0,414","164,668","1355,14","21,7681","31,3183","41,2395","333,788","40,962","330,903","40,504","359,009","41,9621","331,443",OK
30DS29,55740,221003T155904  55740,2022-10-03,15:59:04,"0,414","163,274","1340,2","21,6939","31,6571","40,6201","325,539","40,6588","327,719","40,2265","356,111","41,7685","330,831",OK
30DS29,55741,221003T155919  55741,2022-10-03,15:59:19,"0,416","164,558","1359,45","21,6236","31,3183","41,1556","332,576","40,9298","331,509","40,504","361,222","41,9685","334,147",OK
30DS29,55742,221003T155924  55742,2022-10-03,15:59:24,"0,412","163,538","1342,85","21,7567","31,2912","40,8007","327,121","40,7749","329,472","40,3104","356,642","41,6524","329,617",OK
30DS29,55743,221003T155929  55743,2022-10-03,15:59:29,"0,406","164,338","1352,92","21,6977","31,7361","41,0717","329,626","40,8653","329,892","40,4975","359,773","41,904","333,626",OK
30DS29,55744,221003T155935  55744,2022-10-03,15:59:35,"0,414","165,113","1363,79","21,7072","31,3771","41,2846","334,329","41,0782","333,724","40,633","361,031","42,1169","334,704",OK
30DS29,55745,221003T155940  55745,2022-10-03,15:59:40,"0,414","163,861","1344,57","21,7319","31,3206","40,9233","326,955","40,8782","331,519","40,304","355,619","41,7556","330,475",OK
30DS29,55746,221003T155945  55746,2022-10-03,15:59:45,"0,418","163,945","1342,77","21,7928","31,3748","40,9169","328,785","40,6782","326,775","40,4588","357,836","41,8911","329,374",OK
30DS29,55747,221003T155954  55747,2022-10-03,15:59:54,"0,41","164,345","1353,93","21,673","31,5532","41,0911","332,15","40,8911","330,126","40,5298","359,719","41,833","331,929",OK
30DS29,55748,221003T155959  55748,2022-10-03,15:59:59,"0,412","163,874","1347,02","21,7091","31,3048","40,9233","330,116","40,6395","326,213","40,5169","360,971","41,7943","329,718",OK
30DS29,55749,221003T160004  55749,2022-10-03,16:00:04,"0,414","164,9","1359,79","21,6426","31,3861","41,3362","334,013","41,0008","331,475","40,6459","361,096","41,9169","333,202",OK
30DS29,55750,221003T160009  55750,2022-10-03,16:00:09,"0,424","164,345","1350,1","21,7491","31,5035","41,0137","330,202","40,8201","329,178","40,704","361,797","41,8072","328,92",OK
30DS29,55751,221003T160015  55751,2022-10-03,16:00:15,"0,406","164,132","1349,82","21,6142","31,3387","40,962","329,197","40,8136","328,664","40,5169","360,503","41,8395","331,455",OK
30DS29,55752,221003T160020  55752,2022-10-03,16:00:20,"0,402","164,68","1359,7","21,6578","31,228","41,2524","335,783","41,1556","333,569","40,304","357,482","41,9685","332,866",OK
30DS29,55753,221003T160026  55753,2022-10-03,16:00:26,"0,404","164,687",1357,"21,7129","31,5871","41,1298","332,454","40,8911","330,05","40,5685","361,258","42,0975","333,241",OK
30DS29,55754,221003T160031  55754,2022-10-03,16:00:31,"0,416","164,268","1349,82","21,6806","31,2619","40,9362","327,63","40,7491","329,183","40,5814","360,725","42,0008","332,285",OK
30DS29,55755,221003T160036  55755,2022-10-03,16:00:36,"0,414","163,829","1348,81","21,6198","31,4109","40,9878","329,294","40,7749","328,222","40,3233","359,385","41,7427","331,905",OK
30DS29,55756,221003T160042  55756,2022-10-03,16:00:42,"0,406","164,345","1352,17","21,6331","31,3996","40,9298","329,774","40,8266","329,552","40,5362","360,038","42,0524","332,806",OK
30DS29,55757,221003T160048  55757,2022-10-03,16:00:48,"0,392","164,461","1354,7","21,7491","31,1264","41,1943","331,592","40,6975","327,144","40,6975","362,938","41,8717","333,028",OK
30DS29,55758,221003T160053  55758,2022-10-03,16:00:53,"0,41","164,842","1357,63","21,6597","31,2619","41,1556","332,681","40,833","329,139","40,6653","361,573","42,1879","334,234",OK
30DS29,55759,221003T160059  55759,2022-10-03,16:00:59,"0,404","164,009","1349,03","21,6768","31,3545","40,9233","328,666","40,9104","328,825","40,3685","359,732","41,8072","331,805",OK
30DS29,55760,221003T160104  55760,2022-10-03,16:01:04,"0,406","164,003","1343,43","21,6673","31,5261","40,8072","326,625","40,8137","327,971","40,3878","356,342","41,9943","332,493",OK
30DS29,55761,221003T160110  55761,2022-10-03,16:01:09,"0,4","164,306","1350,88","21,6901","31,3996","41,0911","331,588","40,8524","329,804","40,4524","358,331","41,9104","331,152",OK
30DS29,55762,221003T160115  55762,2022-10-03,16:01:15,"0,406","164,635","1355,44","21,6882","31,6729","41,104","330,073","40,7878","329,323","40,7104","363,805","42,033","332,238",OK
30DS29,55763,221003T160120  55763,2022-10-03,16:01:20,"0,412","163,938","1345,26","21,6749","31,4335","41,0459","332,325","40,8201","329,489","40,2653","354,763","41,8072","328,682",OK
30DS29,55764,221003T160125  55764,2022-10-03,16:01:25,"0,412","163,726","1344,21","21,7205","31,3838","40,9814","330,179","40,7814","328,083","40,3362","357,032","41,6266","328,916",OK
30DS29,55765,221003T160131  55765,2022-10-03,16:01:31,"0,394","164,132","1351,13","21,6749","31,5125","40,9878","327,411","40,8265","329,33","40,4782","360,746","41,8395","333,646",OK
30DS29,55766,221003T160136  55766,2022-10-03,16:01:36,"0,388","161,28","1321,93","21,7395","31,0067","40,3104","322,846","40,2072","323,79","39,6975","351,313","41,0653","323,981",OK
30DS29,55767,221003T160142  55767,2022-10-03,16:01:41,"0,414","163,39","1339,45","21,6692","31,4448","40,8846","328,819","40,5685","325,141","40,2653","357,107","41,6717","328,388",OK
30DS29,55768,221003T160147  55768,2022-10-03,16:01:47,"0,412","163,526","1342,54","21,7262","31,4313","40,7749","327,283","40,5169","324,686","40,362","359,048","41,8717","331,522",OK
30DS29,55769,221003T160152  55769,2022-10-03,16:01:52,"0,414","163,597","1342,79","21,6293","31,4629","41,0072","331,068","40,6653","327,173","40,2072","356,483","41,7169","328,064",OK
30DS29,55770,221003T160158  55770,2022-10-03,16:01:58,"0,414","162,119","1333,28","21,7433","31,4448","40,4975","324,791","40,3491","324,857","39,8911","355,288","41,3814","328,348",OK
30DS29,55771,221003T160204  55771,2022-10-03,16:02:04,"0,418","163,816","1343,06","21,6388","31,3251","40,8459","326,315","40,6007","327,233","40,5298","358,894","41,8395","330,613",OK
30DS29,55772,221003T160209  55772,2022-10-03,16:02:09,"0,402","164,158","1353,16","21,7414","31,3093","41,0459","331,233","40,8266","329,125","40,5233","360,412","41,7621","332,391",OK
30DS29,55773,221003T160214  55773,2022-10-03,16:02:14,"0,43","164,061","1346,24","21,6692","31,429","41,0846","331,131","40,7749","327,462","40,4395","357,927","41,7621","329,721",OK
30DS29,55774,221003T160220  55774,2022-10-03,16:02:19,"0,41","164,035","1350,51","21,6179","31,1693","41,0007","330,869","40,8782","330,886","40,304","357,605","41,8524","331,146",OK
30DS29,55775,221003T160225  55775,2022-10-03,16:02:25,"0,416","163,713","1338,65","21,7795","31,3703","40,9556","328,171","40,7104","326,012","40,4136","356,514","41,633","327,955",OK
30DS29,55776,221003T160230  55776,2022-10-03,16:02:30,"0,402","164,474","1352,91","21,6749","31,3703","41,1169","330,612","40,9362","332,717","40,562","359,229","41,8588","330,352",OK
30DS29,55777,221003T160235  55777,2022-10-03,16:02:35,"0,424","164,042","1348,61","21,6692","31,3048","41,0524","331,16","40,8459","329,494","40,2782","358,158","41,8653","329,795",OK
30DS29,55778,221003T160241  55778,2022-10-03,16:02:41,"0,414","163,777","1345,77","21,7034","31,3906","40,9427","329,044","40,7362","328,595","40,3878","357,344","41,7104","330,782",OK
30DS29,55779,221003T160246  55779,2022-10-03,16:02:46,"0,412","163,971","1349,78","21,6996","31,4358","40,9104","328,903","40,8588","329,368","40,4782","360,372","41,7233","331,137",OK
30DS29,55780,221003T160252  55780,2022-10-03,16:02:52,"0,414","164,242","1349,96","21,7376","31,3432","41,1169","331,31","40,8524","328,923","40,3749","357,408","41,8975","332,32",OK
30DS29,55781,221003T160257  55781,2022-10-03,16:02:57,"0,408","163,338","1341,78","21,6331","31,2709","40,962","329,987","40,6975","328,034","40,0459","353,46","41,633","330,303",OK
30DS29,55782,221003T160302  55782,2022-10-03,16:03:02,"0,414","163,99","1346,57","21,6654","31,5396","41,0782","331,497","40,7491","327,813","40,3878","356,99","41,775","330,268",OK
30DS29,55783,221003T160342  55783,2022-10-03,16:03:42,"0,414","164,648","1361,37","21,6996","31,1919","41,1427","333,97","40,9169","330,759","40,5556","362,099","42,033","334,543",OK
30DS29,55784,221003T160347  55784,2022-10-03,16:03:47,"0,406","164,358","1356,03","21,6331","31,2371","41,0008","329,742","40,7427","328,898","40,6459","362,867","41,9685","334,526",OK
30DS29,55785,221003T160353  55785,2022-10-03,16:03:53,"0,41","164,113","1353,94","21,6559","31,5803","40,962","329,39","40,7298","327,833","40,5298","362,496","41,8911","334,224",OK
30DS29,55786,221003T160358  55786,2022-10-03,16:03:58,"0,404","164,597","1355,28","21,6578","31,6277","41,2782","333,025","40,8524","330,309","40,6072","359,58","41,8588","332,364",OK
30DS29,55787,221003T160403  55787,2022-10-03,16:04:03,"0,412","163,913","1346,97","21,7015","31,2777","40,9362","329,212","40,7878","328,261","40,3427","358,017","41,8459","331,485",OK
30DS29,55788,221003T160409  55788,2022-10-03,16:04:08,"0,402","164,448","1352,1","21,6635","31,5238","41,033","330,645","40,9104","330,592","40,6136","359,725","41,8911","331,14",OK
30DS29,55789,221003T160414  55789,2022-10-03,16:04:14,"0,404","163,932","1349,4","21,7605","31,3522","40,9749","329,244","40,6588","326,795","40,5556","362,405","41,7427","330,954",OK
30DS29,55790,221003T160419  55790,2022-10-03,16:04:19,"0,41","164,029","1347,31","21,6806","31,499","41,033","331,323","40,9427","333,163","40,2846","355,409","41,7685","327,42",OK
30DS29,55791,221003T160424  55791,2022-10-03,16:04:24,"0,412","163,848","1346,69","21,7471","31,298","40,8975","329,501","40,8136","328,231","40,3427","359,238","41,7943","329,722",OK
30DS29,55792,221003T160430  55792,2022-10-03,16:04:29,"0,402","164,577","1359,05","21,673","31,3409","41,3362","335,43","40,8653","330,44","40,5362","360,347","41,8395","332,834",OK
30DS29,55793,221003T160435  55793,2022-10-03,16:04:35,"0,408","163,977","1349,62","21,6768","31,21","40,9685","331,709","40,904","331,156","40,2459","355,751","41,8588","331,001",OK
30DS29,55794,221003T160440  55794,2022-10-03,16:04:40,"0,41","163,642","1343,78","21,6654","31,5667","40,8588","328,22","40,7427","329,338","40,304","357,436","41,7362","328,786",OK
30DS29,55795,221003T160445  55795,2022-10-03,16:04:45,"0,42","164,248","1350,56","21,73","31,3206","41,1298","332,223","40,9104","330,494","40,4072","356,689","41,8008","331,157",OK
30DS29,55796,221003T160450  55796,2022-10-03,16:04:50,"0,408","164,487","1354,85","21,6426","31,35","40,9878","330,198","40,904","330,426","40,5427","361,124","42,0524","333,099",OK
30DS29,55797,221003T160455  55797,2022-10-03,16:04:55,"0,414","163,797","1345,36","21,6882","31,3816","41,0395","329,658","40,8072","329,147","40,3169","357,051","41,633","329,504",OK
30DS29,55798,221003T160500  55798,2022-10-03,16:05:00,"0,39","162,958","1331,36","21,6104","31,1829","40,6846","325,8","40,6265","326,34","40,1749","353,187","41,4717","326,032",OK
30DS29,55799,221003T160506  55799,2022-10-03,16:05:06,"0,416","164,268","1348,03","21,7395","31,4538","41,1362","330,238","40,6524","326,316","40,5491","359,358","41,9298","332,12",OK
30DS29,55800,221003T160512  55800,2022-10-03,16:05:12,"0,412","163,906","1347,1","21,7357","31,2619","41,0266","331,037","40,7878","328,805","40,3556","356,99","41,7362","330,266",OK
30DS29,55801,221003T160517  55801,2022-10-03,16:05:17,"0,4","164,268","1352,57","21,7243","31,3025","41,1104","331,514","40,762","328,135","40,5427","360,7","41,8524","332,22",OK
30DS29,55802,221003T160523  55802,2022-10-03,16:05:22,"0,412","164,313","1347,23","21,6047","31,3432","41,1169","331,891","40,8459","328,639","40,5298","356,598","41,8201","330,1",OK
30DS29,55803,221003T160528  55803,2022-10-03,16:05:28,"0,412","163,635","1341,98","21,7053","31,2642","40,8524","326,503","40,5749","327,183","40,4523","357,779","41,7556","330,519",OK
30DS29,55804,221003T160533  55804,2022-10-03,16:05:33,"0,412","164,268","1350,88","21,6749","31,2619","41,0266","330,657","40,9362","330,17","40,4201","358,77","41,8846","331,287",OK
30DS29,55805,221003T160538  55805,2022-10-03,16:05:38,"0,418","163,951","1346,73","21,6825","31,2506","40,8911","327,671","40,8459","328,2","40,433","360,024","41,7814","330,836",OK
30DS29,55806,221003T160544  55806,2022-10-03,16:05:44,"0,404","164,332","1350,31","21,711","31,5148","41,1685","330,719","40,833","328,303","40,504","360,659","41,8266","330,632",OK
30DS29,55807,221003T160549  55807,2022-10-03,16:05:49,"0,404","163,306","1338,75","21,6635","31,4154","40,7814","326,013","40,5427","324,98","40,2911","358,296","41,6911","329,461",OK
30DS29,55808,221003T160554  55808,2022-10-03,16:05:54,"0,41","163,584","1343,44","21,6863","31,3183","40,7685","325,752","40,6846","326,892","40,3943","360,014","41,7362","330,784",OK
30DS29,55809,221003T160600  55809,2022-10-03,16:06:00,"0,408","164,751","1359,66","21,7414","31,2664","41,1491","331,516","40,8846","330,606","40,6459","362,966","42,0717","334,574",OK
30DS29,55810,221003T160605  55810,2022-10-03,16:06:05,"0,412","162,655","1338,83","21,7148","31,088","40,7814","329,671","40,6459","327,989","39,8781","353,851","41,3491","327,322",OK
30DS29,55811,221003T160610  55811,2022-10-03,16:06:10,"0,414","163,7","1345,01","21,7357","31,4403","40,8136","327,365","40,6975","328,313","40,3233","358,59","41,8653","330,747",OK
30DS29,55812,221003T160616  55812,2022-10-03,16:06:16,"0,416","163,59","1339,57","21,7072","31,3816","40,6653","325,369","40,633","327,216","40,4524","357,181","41,8395","329,801",OK
30DS29,55813,221003T160621  55813,2022-10-03,16:06:21,"0,41","163,932","1344,57","21,6407","31,2958","40,8846","329,373","40,7749","328,367","40,3943","357,673","41,8782","329,158",OK
